Env_Temp,BMP_Pressure,BMP_Altitude,Light,DHT_Humidity,MQ135_CO2,MQ135_CO,MQ135_NH3,Soil_Moisture,Soil_Temp,pH,N,P,K,district,location,season,target_crops
38.56,851.27,590.21,19601.36,76.13,394.14,3.58,0.58,82.66,36.14,7.36,276.55,,228.05,Nashik,Niphad/Yeola,Monsoon,"Grapes, Tomato"
25.21,905.39,16.07,34329.42,86.64,453.35,3.12,2.00,,23.40,6.50,261.56,13.45,223.19,,Alibag/Mangaon,Monsoon,Arecanut
41.19,985.90,433.05,47461.56,80.03,447.97,1.06,0.88,79.14,36.50,7.57,261.77,47.41,241.99,Nashik,Baglan/Kalwan,Monsoon,"Groundnut, Soybean, Bajra"
17.09,930.10,59.19,74544.89,66.98,408.29,3.64,0.79,53.77,16.52,6.07,205.87,6.51,236.46,Raigad,Karjat,Winter,"Ragi, Coconut, Vegetables"
36.33,879.09,591.55,18156.13,78.48,406.08,3.06,3.67,,37.49,6.70,253.87,14.63,192.93,Nashik,Igatpuri (Ghat Zone),Monsoon,Rice
37.56,1000.77,586.38,115064.27,32.07,,2.94,2.97,42.70,40.28,7.78,246.04,21.50,294.22,Nashik,Niphad/Yeola,,"Sugarcane, Onion, Wheat"
34.95,980.94,707.94,95801.08,21.62,396.59,0.99,0.82,74.59,34.21,5.67,,11.51,170.09,Nashik,Igatpuri (Ghat Zone),Summer,Vegetables
21.49,887.08,9.54,86931.30,27.61,411.38,0.57,1.14,24.33,,6.62,274.66,7.37,208.10,,Alibag/Mangaon,Summer,"Coconut, Rice"
31.30,962.76,480.29,102051.89,35.83,482.45,2.85,3.88,43.21,24.45,7.68,206.04,36.30,238.96,Nashik,Baglan/Kalwan,Summer,"Soybean, Grapes, Wheat"
12.82,962.29,587.51,82115.39,41.94,390.43,2.89,1.34,43.20,9.25,7.60,223.70,,250.77,Nashik,Niphad/Yeola,Winter,Pomegranate
26.80,1105.85,61.87,81279.60,55.07,383.29,3.78,3.55,46.29,24.14,5.11,276.68,9.24,237.49,,Karjat,Winter,"Cashew, Tomato"
25.89,1011.30,619.99,112226.62,28.29,433.67,1.70,3.81,42.47,22.04,,241.72,,297.14,Nashik,Niphad/Yeola,Summer,"Onion, Wheat"
28.45,1006.00,,37808.55,83.53,383.50,0.53,2.79,93.69,27.20,8.09,215.11,30.86,271.28,Nashik,Niphad/Yeola,Monsoon,"Onion, Grapes"
24.44,1085.21,13.59,89861.12,25.98,448.69,0.50,2.44,,23.51,6.17,,6.97,250.57,Raigad,Alibag/Mangaon,Summer,"Coconut, Rice, Mango"
23.50,911.15,659.65,82562.49,40.75,379.30,0.67,,43.62,21.71,7.47,211.27,30.93,,Nashik,Niphad/Yeola,Winter,Tomato
36.77,971.33,550.92,44169.95,,420.52,3.66,0.39,97.71,34.54,6.48,206.53,25.11,310.87,Nashik,Niphad/Yeola,Monsoon,Tomato
20.84,1058.70,5.73,81811.62,,,1.32,3.62,46.81,17.62,6.19,277.29,4.38,257.18,Raigad,Alibag/Mangaon,Winter,"Banana, Rice"
39.69,,614.29,18309.40,88.66,407.78,0.98,1.51,92.92,42.10,7.04,266.32,27.49,277.26,,Niphad/Yeola,Monsoon,"Sugarcane, Tomato, Wheat"
,985.28,491.92,53352.80,70.54,448.79,0.95,3.02,48.73,21.48,6.01,276.72,40.08,251.47,Nashik,Baglan/Kalwan,Winter,"Onion, Maize"
13.36,1072.15,577.31,64454.38,58.85,416.35,2.80,1.46,41.62,12.35,8.00,253.93,21.54,348.27,Nashik,Niphad/Yeola,Winter,Grapes
34.59,907.54,573.83,47885.29,77.05,431.29,1.90,2.08,101.56,29.93,6.83,193.22,,,Nashik,Baglan/Kalwan,Monsoon,"Sugarcane, Soybean, Mango"
,1014.08,13.78,82274.28,64.09,414.25,0.32,0.21,34.71,21.27,5.38,239.63,14.71,220.40,Raigad,Alibag/Mangaon,Winter,Banana
27.50,845.06,903.87,90956.38,34.19,445.65,0.82,1.66,56.48,24.29,6.38,247.07,17.29,184.74,Nashik,Igatpuri (Ghat Zone),Summer,"Cotton, Finger Millet"
14.71,971.24,703.33,79399.86,59.11,441.19,2.73,1.29,64.88,12.20,,317.32,17.64,206.83,Nashik,,Winter,"Soybean, Rice"
26.53,929.06,513.44,128457.54,41.38,434.45,4.52,2.73,53.41,26.94,6.91,220.57,28.18,231.53,Nashik,,Summer,"Onion, Pomegranate, Wheat"
28.40,926.14,622.17,45626.46,83.33,403.07,2.58,2.46,91.00,,7.39,218.14,31.92,261.01,Nashik,Niphad/Yeola,Monsoon,"Pomegranate, Grapes"
31.50,942.02,516.13,92427.99,46.66,399.28,2.78,2.90,60.16,26.49,8.74,196.34,32.13,269.08,Nashik,Niphad/Yeola,Summer,Wheat
32.53,1080.73,857.02,,33.71,415.69,2.23,,49.79,30.96,7.04,317.08,17.71,216.70,Nashik,Igatpuri (Ghat Zone),Summer,Finger Millet
16.28,1019.84,554.12,63135.17,56.83,,4.25,1.70,45.81,14.56,7.07,222.71,29.96,250.57,Nashik,Niphad/Yeola,Winter,"Onion, Grapes, Tomato"
17.22,953.27,678.69,67306.65,42.23,429.73,1.80,2.91,53.63,18.07,5.60,228.17,23.56,180.55,Nashik,Igatpuri (Ghat Zone),Winter,Finger Millet
19.95,1062.13,8.83,75541.89,50.11,421.43,0.66,1.71,44.44,17.18,5.72,298.22,9.06,235.66,Raigad,Alibag/Mangaon,Winter,Cashew
38.12,957.46,875.60,28451.62,,427.14,0.96,3.23,86.72,34.99,5.77,289.01,18.12,202.20,Nashik,Igatpuri (Ghat Zone),Monsoon,Rice
,984.54,63.52,81504.01,43.10,448.42,3.68,1.75,42.43,16.71,5.51,329.40,7.55,219.76,Raigad,Karjat,Winter,"Coconut, Rice"
33.04,971.63,700.65,102792.11,40.08,,,0.90,,28.66,6.90,196.80,18.52,241.60,Nashik,Igatpuri (Ghat Zone),Summer,"Maize, Finger Millet"
16.84,915.83,,64115.41,68.09,418.55,4.36,2.03,59.30,,6.75,220.33,52.55,234.26,Nashik,Baglan/Kalwan,Winter,Soybean
30.63,968.83,57.87,43463.22,95.51,352.24,0.82,3.98,80.60,28.65,5.94,285.43,,293.15,Raigad,Karjat,Monsoon,"Cashew, Coconut, Vari"
34.70,915.68,604.84,,73.48,470.09,2.03,3.49,90.17,28.39,8.13,185.37,25.23,256.18,,Niphad/Yeola,Monsoon,"Onion, Sugarcane"
35.05,834.94,561.26,15951.45,80.15,444.30,1.68,3.76,88.12,34.72,7.34,212.71,33.26,274.04,Nashik,Niphad/Yeola,Monsoon,"Onion, Grapes, Wheat"
39.59,1028.80,481.01,23399.85,89.40,443.82,3.30,2.88,98.42,33.36,8.07,187.47,42.74,266.17,Nashik,Baglan/Kalwan,Monsoon,"Groundnut, Grapes"
32.82,1076.18,8.79,36691.74,88.58,471.14,4.47,0.25,86.39,34.25,5.65,370.44,8.81,,Raigad,Alibag/Mangaon,Monsoon,"Cashew, Coconut, Arecanut"
39.06,841.50,571.00,31916.71,89.81,430.40,3.61,2.42,96.47,40.22,7.06,216.93,34.61,263.24,Nashik,Niphad/Yeola,Monsoon,"Sugarcane, Onion"
22.87,944.98,803.70,89281.42,61.66,381.99,1.13,0.20,50.02,19.01,7.12,276.05,17.18,150.93,Nashik,Igatpuri (Ghat Zone),Winter,Rice
32.44,944.13,516.85,101205.21,24.76,425.96,3.47,3.30,58.77,33.16,7.48,228.42,25.44,219.41,Nashik,Niphad/Yeola,Summer,Sugarcane
,968.65,63.24,95575.27,25.32,372.27,2.10,2.25,28.22,31.27,5.94,308.72,4.04,219.57,Raigad,Karjat,Summer,"Ragi, Mango"
21.24,853.57,8.30,,52.86,,4.93,2.98,38.64,18.73,5.90,311.54,,208.52,Raigad,Alibag/Mangaon,,"Arecanut, Rice"
15.15,951.76,547.21,83846.68,52.24,416.44,3.97,1.13,66.74,13.74,6.26,192.06,48.54,285.39,Nashik,Baglan/Kalwan,Winter,"Maize, Soybean, Grapes"
21.84,929.44,588.93,90518.01,46.87,432.81,1.77,2.89,60.71,,7.42,,18.35,255.19,Nashik,Niphad/Yeola,Winter,"Onion, Pomegranate, Wheat"
29.50,1151.12,11.16,40288.88,92.14,396.95,3.75,3.09,96.02,24.33,6.38,263.86,11.43,198.88,Raigad,Alibag/Mangaon,Monsoon,"Cashew, Banana, Mango"
29.81,1065.20,556.86,19273.07,77.21,390.46,3.45,0.39,83.60,28.57,8.41,248.96,22.08,341.29,Nashik,Niphad/Yeola,Monsoon,"Sugarcane, Grapes, Wheat"
,934.49,760.62,31020.90,80.27,383.43,1.16,1.46,78.71,30.01,7.30,217.42,19.85,116.93,Nashik,Igatpuri (Ghat Zone),,Finger Millet
21.38,954.37,12.98,73616.90,47.23,427.00,1.17,0.33,49.96,21.56,5.70,292.33,10.42,222.65,Raigad,Alibag/Mangaon,Winter,"Arecanut, Rice"
34.73,973.13,53.60,95254.93,25.30,438.02,1.11,1.60,26.86,32.69,5.94,299.76,9.74,210.48,Raigad,Karjat,,Mango
,842.86,714.94,82297.84,70.30,413.35,0.71,2.34,56.61,11.07,7.22,314.20,7.95,156.15,Nashik,Igatpuri (Ghat Zone),Winter,Vegetables
27.34,1006.14,542.84,80071.38,54.48,395.82,2.37,2.56,56.42,25.17,7.83,222.47,20.15,274.30,Nashik,Niphad/Yeola,Winter,"Grapes, Wheat"
20.17,861.39,599.86,94477.02,28.62,448.23,2.89,0.82,46.11,22.11,7.07,245.84,46.81,199.04,Nashik,Baglan/Kalwan,Summer,"Groundnut, Soybean, Bajra"
40.61,1072.12,508.08,52832.67,77.72,406.38,3.94,1.10,92.41,37.06,6.96,219.64,46.52,248.13,Nashik,Baglan/Kalwan,Monsoon,"Onion, Grapes"
,1110.11,46.49,80773.94,48.80,386.62,4.16,0.96,44.42,19.43,5.66,318.15,8.18,213.53,,Karjat,Winter,Cashew
35.64,1074.74,9.84,44256.46,84.38,409.12,2.48,3.96,81.46,32.19,6.40,264.96,12.06,229.36,Raigad,Alibag/Mangaon,Monsoon,"Cashew, Cotton, Arecanut, Rice"
34.24,1094.40,810.70,17296.46,85.36,388.20,1.17,3.63,84.05,29.67,6.56,245.37,9.88,170.71,Nashik,Igatpuri (Ghat Zone),Monsoon,Maize
13.71,1003.13,824.66,,43.19,426.29,3.52,0.61,54.36,9.66,6.58,258.59,17.91,221.00,Nashik,Igatpuri (Ghat Zone),,Rice
21.31,1020.10,7.92,69879.13,45.41,390.48,0.16,0.11,48.15,,6.05,226.80,11.83,,Raigad,Alibag/Mangaon,Winter,Mango
43.88,1004.81,594.27,32519.21,,432.29,1.06,2.96,88.02,39.41,7.96,252.40,28.41,230.10,Nashik,Niphad/Yeola,Monsoon,Tomato
23.88,1026.85,531.18,104644.52,34.02,430.99,4.33,,48.36,19.72,7.54,250.67,29.93,190.05,Nashik,Niphad/Yeola,Summer,"Onion, Cotton"
13.60,,654.46,66568.21,58.08,424.92,5.14,1.21,52.19,,6.53,217.57,6.79,153.67,Nashik,Igatpuri (Ghat Zone),Winter,"Vegetables, Rice"
,,,,,427.87,,,88.40,,,372.19,,,Raigad,,,Mango
29.99,884.98,816.33,21673.64,,407.44,4.22,1.65,93.71,26.12,6.47,262.84,23.01,133.06,Nashik,Igatpuri (Ghat Zone),Monsoon,Finger Millet
24.55,955.79,785.01,48958.60,110.67,387.67,0.13,0.48,85.61,22.33,5.59,295.25,6.62,154.50,Nashik,Igatpuri (Ghat Zone),,Finger Millet
16.33,925.44,550.35,82197.41,42.53,409.12,5.53,1.41,,14.46,7.46,224.00,17.21,306.11,Nashik,Niphad/Yeola,Winter,Pomegranate
30.82,930.53,12.92,51275.92,95.77,385.71,4.32,2.85,82.26,35.07,6.17,209.94,11.40,231.61,Raigad,Alibag/Mangaon,Monsoon,Cashew
17.81,896.32,566.16,92329.95,,446.47,2.76,2.68,57.46,16.06,7.20,197.83,22.67,306.29,Nashik,Niphad/Yeola,Winter,Pomegranate
26.98,918.07,744.05,29587.47,,433.38,0.40,3.49,101.52,24.48,7.33,278.28,14.98,139.67,Nashik,Igatpuri (Ghat Zone),,"Vegetables, Tomato"
14.14,917.33,529.11,61006.32,59.93,460.07,3.14,1.66,,9.82,7.50,242.96,32.29,257.50,Nashik,Baglan/Kalwan,Winter,Bajra
,913.70,561.71,79169.74,44.00,443.84,,2.95,63.99,8.28,7.89,222.68,25.99,324.81,Nashik,Niphad/Yeola,Winter,"Cotton, Grapes"
34.44,931.09,852.35,18569.12,96.39,437.54,1.28,0.16,76.74,35.00,7.16,247.72,,214.70,Nashik,Igatpuri (Ghat Zone),Monsoon,Rice
34.61,889.05,682.42,,116.37,462.61,3.49,1.27,90.55,25.34,5.97,,9.84,218.23,Nashik,Igatpuri (Ghat Zone),Monsoon,"Maize, Vegetables"
,935.29,745.15,88339.43,51.87,414.82,0.33,3.22,42.10,16.70,,276.09,16.20,130.88,Nashik,Igatpuri (Ghat Zone),Winter,Finger Millet
21.28,,50.12,62034.53,57.66,376.61,1.09,3.52,44.15,18.50,5.50,,5.29,233.85,Raigad,Karjat,Winter,"Ragi, Cashew, Mango"
,908.71,556.22,,,,1.78,,,32.33,,,19.69,186.07,Nashik,,Monsoon,Finger Millet
18.61,979.77,9.00,72409.44,66.84,428.62,1.61,2.16,39.39,15.00,5.20,266.57,9.80,233.91,Raigad,Alibag/Mangaon,Winter,"Cashew, Rice"
17.02,951.94,16.38,67193.44,43.67,392.34,1.18,1.80,40.51,16.13,5.35,274.78,15.12,222.50,Raigad,Alibag/Mangaon,Winter,"Arecanut, Mango"
21.75,1007.93,501.79,93012.62,24.81,407.71,2.03,0.16,57.12,22.10,6.59,192.76,51.55,246.74,Nashik,,Summer,"Soybean, Grapes"
29.48,1029.00,4.91,61904.65,96.56,386.51,3.26,2.21,,35.86,5.62,325.04,9.14,162.79,Raigad,Alibag/Mangaon,Monsoon,"Cashew, Banana, Mango"
16.16,1061.46,62.81,76392.91,63.63,450.08,0.47,,30.70,13.16,5.59,288.20,9.19,217.33,Raigad,Karjat,Winter,"Ragi, Cashew"
24.48,942.94,6.94,64463.89,54.22,421.73,3.69,2.35,37.05,21.12,6.43,298.79,12.43,213.98,,Alibag/Mangaon,Winter,"Arecanut, Mango"
36.20,1015.47,631.54,30557.78,114.48,436.62,2.16,1.72,84.53,31.61,6.40,181.79,16.82,,Nashik,Igatpuri (Ghat Zone),Monsoon,"Maize, Rice"
25.30,881.53,523.45,25384.81,88.38,452.63,2.03,0.70,99.41,22.10,7.68,275.90,,241.60,Nashik,Baglan/Kalwan,,Bajra
37.81,920.62,809.01,53591.18,89.57,410.25,0.99,3.81,89.50,34.59,6.88,241.62,9.29,224.23,Nashik,Igatpuri (Ghat Zone),Monsoon,"Maize, Vegetables"
31.18,921.31,534.71,105354.02,36.68,,1.45,,60.50,27.52,8.27,213.23,38.08,257.02,Nashik,Baglan/Kalwan,,"Maize, Bajra, Tomato"
33.74,1077.55,6.81,46048.62,88.87,449.51,0.56,,91.05,35.14,6.32,252.58,9.09,202.87,Raigad,Alibag/Mangaon,Monsoon,Arecanut
18.63,986.28,9.06,75568.90,46.21,451.42,3.72,3.23,50.00,16.41,5.95,325.51,13.54,,Raigad,Alibag/Mangaon,Winter,Banana
,884.24,611.57,22557.35,89.72,389.10,4.95,3.68,96.83,,7.38,266.47,47.79,300.43,Nashik,Baglan/Kalwan,Monsoon,Grapes
22.35,994.04,577.69,81502.00,50.09,401.16,4.81,4.04,50.69,21.87,7.22,175.60,23.81,284.05,Nashik,Niphad/Yeola,Winter,Wheat
41.15,1046.95,628.36,86673.33,40.65,405.46,4.34,3.42,52.13,36.55,7.91,254.48,9.94,,Nashik,Niphad/Yeola,Summer,Grapes
12.45,921.10,797.19,78864.02,,417.45,3.06,1.40,44.79,10.00,6.81,255.81,12.83,150.95,Nashik,Igatpuri (Ghat Zone),Winter,Vegetables
35.98,996.71,469.27,15508.71,85.96,386.63,4.01,3.22,96.19,36.96,7.18,202.38,41.76,223.24,,Baglan/Kalwan,Monsoon,"Groundnut, Maize"
13.42,977.32,547.40,,51.59,412.62,,0.15,43.19,10.27,6.87,260.05,24.61,206.52,Nashik,Niphad/Yeola,Winter,"Vegetables, Pomegranate, Grapes, Wheat"
30.17,,634.13,45537.06,69.44,441.81,3.80,0.90,88.75,35.44,7.45,237.66,,239.68,Nashik,,Monsoon,"Onion, Pomegranate, Wheat"
12.72,1046.37,627.99,64563.65,52.09,450.81,5.23,2.66,47.25,9.61,6.77,193.61,15.79,166.59,Nashik,Igatpuri (Ghat Zone),Winter,"Maize, Rice, Vegetables"
18.79,1012.25,599.13,82355.75,46.75,416.42,4.14,2.45,52.97,17.18,5.89,291.07,16.61,196.34,Nashik,Igatpuri (Ghat Zone),Winter,Finger Millet
17.72,1056.61,10.42,63093.99,57.12,416.29,0.54,1.31,39.68,18.71,5.65,271.19,10.16,213.10,Raigad,Alibag/Mangaon,Winter,"Cashew, Banana, Groundnut"
21.57,1032.16,12.24,56801.03,42.64,354.32,1.39,,50.57,16.32,5.05,243.80,11.52,205.36,Raigad,Alibag/Mangaon,Winter,"Arecanut, Rice, Mango"
18.98,974.46,459.06,66215.75,58.43,488.21,4.56,0.81,39.70,16.97,7.07,178.84,36.94,212.50,Nashik,Baglan/Kalwan,Winter,Soybean
17.60,1000.98,5.52,88764.49,42.16,428.34,3.38,2.12,33.35,13.56,5.74,,11.68,250.95,Raigad,Alibag/Mangaon,Winter,"Cashew, Coconut"
16.75,976.58,605.53,62721.11,57.85,463.93,3.26,1.64,57.98,,7.06,223.55,32.72,197.36,Nashik,Baglan/Kalwan,Winter,Grapes
13.18,957.44,573.54,68472.17,39.63,400.07,5.08,1.43,50.47,13.62,7.57,296.83,42.40,260.40,Nashik,Baglan/Kalwan,Winter,Maize
45.36,960.10,,49361.15,75.60,413.39,4.30,0.73,77.38,37.21,7.76,278.07,20.40,259.80,Nashik,Niphad/Yeola,,"Groundnut, Pomegranate, Grapes, Tomato"
13.32,884.97,722.24,71956.28,71.03,434.16,2.99,2.54,49.26,11.14,6.23,316.26,26.94,213.50,Nashik,Igatpuri (Ghat Zone),Winter,Finger Millet
32.65,892.43,564.51,89142.37,32.03,,1.14,,51.68,26.81,6.78,237.82,45.83,235.36,,Baglan/Kalwan,Summer,"Onion, Grapes"
30.37,1056.66,538.86,106923.82,31.82,405.32,2.30,2.86,48.46,27.17,6.64,212.98,37.46,230.69,Nashik,Baglan/Kalwan,Summer,"Soybean, Bajra"
17.17,1002.71,63.14,58071.04,60.32,664.86,2.49,,39.34,13.72,5.96,306.71,4.78,212.84,Raigad,Karjat,Winter,Vari
39.83,957.80,595.12,93524.83,34.65,404.52,1.15,,60.52,36.38,6.39,300.25,24.57,319.19,Nashik,Niphad/Yeola,,Sugarcane
23.34,993.19,632.23,15468.19,95.91,424.25,3.28,3.88,,21.74,6.48,235.92,12.12,205.63,,Igatpuri (Ghat Zone),Monsoon,Vegetables
,1042.26,10.93,53157.09,86.84,466.10,3.92,1.68,95.90,25.81,5.13,293.19,11.13,228.82,Raigad,Alibag/Mangaon,Monsoon,"Coconut, Arecanut, Mango"
40.29,996.76,54.05,35903.64,104.86,374.48,2.14,,,33.14,5.20,256.16,9.98,201.02,Raigad,Karjat,Monsoon,"Ragi, Coconut"
16.01,990.56,616.21,70777.85,48.60,443.30,3.99,2.78,45.21,12.80,7.50,187.60,46.79,262.59,Nashik,Baglan/Kalwan,Winter,Bajra
18.72,1003.66,9.98,78023.24,48.81,393.96,2.16,0.40,46.21,12.93,5.48,292.70,5.31,276.64,Raigad,Alibag/Mangaon,Winter,"Banana, Arecanut"
23.93,1017.82,612.65,60942.66,46.97,402.68,2.89,1.61,62.34,16.87,7.25,268.74,31.75,326.92,Nashik,Niphad/Yeola,Winter,"Onion, Wheat"
21.37,955.11,8.73,70849.50,40.86,390.19,3.02,2.50,,19.31,5.75,291.38,8.99,232.36,Raigad,Alibag/Mangaon,Winter,"Banana, Mango"
28.93,947.11,501.00,18046.76,82.08,368.98,3.51,2.87,79.63,27.42,7.09,213.98,35.78,224.78,Nashik,,,Bajra
39.48,1033.28,62.23,37227.61,86.15,396.90,,,97.03,31.53,5.46,221.46,8.17,216.20,Raigad,Karjat,Monsoon,Coconut
,,,,,,,,,,,,,,,,,Ragi
41.83,936.51,587.86,21281.68,,,0.34,0.86,77.37,40.38,7.45,191.04,44.43,241.94,,,Monsoon,Maize
38.12,960.99,51.76,,23.62,382.99,0.39,3.50,30.00,34.73,5.96,270.43,6.54,251.23,Raigad,Karjat,Summer,Mango
32.88,1108.81,7.59,15938.95,79.42,430.22,2.02,2.73,,31.40,5.24,240.48,13.52,224.69,Raigad,Alibag/Mangaon,Monsoon,Arecanut
41.54,1011.75,551.41,38720.70,81.64,406.03,3.57,1.33,,35.81,6.80,337.81,21.73,240.41,,Niphad/Yeola,Monsoon,Tomato
13.08,904.68,617.89,74463.62,55.21,451.16,4.29,2.57,51.11,8.17,6.35,319.49,13.89,129.34,,Igatpuri (Ghat Zone),Winter,"Maize, Vegetables"
12.05,924.15,561.31,,50.13,423.32,1.79,2.87,53.08,8.71,7.14,211.02,25.30,280.72,Nashik,,Winter,Onion
17.58,1024.96,51.75,63540.96,67.13,464.48,2.65,0.76,36.26,12.60,5.78,213.04,8.91,229.01,Raigad,Karjat,Winter,"Rice, Mango"
27.72,884.37,529.25,95747.87,32.53,447.17,1.45,1.24,60.14,22.95,7.58,243.09,27.01,218.95,,Niphad/Yeola,Summer,Sugarcane
12.22,838.21,764.99,78272.94,43.03,415.93,2.45,3.67,45.38,9.42,6.04,217.45,15.67,144.30,Nashik,,Winter,"Maize, Wheat"
41.68,986.08,517.49,41085.24,80.38,426.73,,1.21,85.20,39.71,,229.91,22.99,344.76,Nashik,Niphad/Yeola,Monsoon,"Onion, Tomato, Wheat"
34.15,1065.15,10.87,34600.82,95.28,384.84,1.62,3.20,88.33,31.74,,329.59,12.94,184.06,Raigad,Alibag/Mangaon,Monsoon,Coconut
17.43,915.90,528.58,64576.18,58.38,419.45,3.85,,54.93,15.16,7.94,195.03,39.30,238.86,Nashik,Baglan/Kalwan,Winter,"Grapes, Bajra, Mango"
25.91,,552.92,68193.60,43.04,434.10,,2.43,,,7.25,236.26,45.27,221.75,Nashik,Baglan/Kalwan,Winter,"Groundnut, Soybean"
32.39,940.35,185.42,,39.23,452.75,0.17,3.11,23.35,28.09,5.77,237.18,6.53,301.66,,Alibag/Mangaon,Summer,Banana
25.20,1014.29,58.70,39898.74,85.15,382.33,2.29,2.94,93.55,20.51,5.25,250.51,10.31,204.70,Raigad,Karjat,Monsoon,Mango
11.68,,742.81,81457.36,61.27,361.00,2.32,1.90,55.33,7.45,6.43,254.29,10.42,189.05,Nashik,Igatpuri (Ghat Zone),Winter,Maize
26.23,1146.19,69.77,68618.40,37.24,382.24,4.57,0.89,48.34,22.13,6.02,,6.81,218.06,Raigad,Karjat,Winter,"Cashew, Green Gram, Groundnut, Rice"
21.11,1048.51,630.84,64452.50,43.90,425.17,0.99,3.19,51.33,17.97,5.97,170.24,12.44,175.17,Nashik,Igatpuri (Ghat Zone),,"Vegetables, Rice, Finger Millet"
,893.22,498.63,39650.28,92.16,392.21,4.33,1.81,106.02,,7.06,258.52,11.06,146.91,Nashik,Igatpuri (Ghat Zone),Monsoon,"Maize, Rice"
26.48,952.68,5.88,75004.05,57.20,423.58,3.91,2.68,34.20,19.93,5.85,268.70,8.85,243.18,Raigad,Alibag/Mangaon,Winter,"Banana, Rice, Mango"
33.76,1049.51,51.81,27508.78,93.94,,1.98,0.39,86.66,29.15,5.72,270.51,7.82,247.09,Raigad,Karjat,Monsoon,Ragi
-15.19,984.97,862.65,38744.50,88.69,429.80,0.71,,102.71,25.36,,230.89,14.67,,Nashik,Igatpuri (Ghat Zone),Monsoon,"Vegetables, Banana"
12.78,897.15,641.32,84173.64,47.63,392.59,4.36,2.91,50.50,9.69,7.31,236.62,36.46,267.44,Nashik,Niphad/Yeola,Winter,"Sugarcane, Pomegranate, Grapes"
22.92,974.81,13.82,80885.03,50.00,427.71,3.84,0.25,46.94,23.46,6.35,265.12,8.74,324.61,Raigad,Alibag/Mangaon,Winter,"Banana, Rice"
42.41,,536.12,28891.71,81.92,417.76,4.44,3.17,95.30,37.45,6.53,215.81,46.98,281.78,Nashik,Baglan/Kalwan,Monsoon,Soybean
24.44,928.93,,101939.58,55.09,434.37,0.94,0.48,44.64,25.05,5.24,,6.67,256.19,Raigad,Karjat,Winter,Rice
35.11,1096.11,57.69,24900.80,87.14,469.08,2.34,2.45,93.64,27.01,5.05,257.25,11.76,224.57,Raigad,Karjat,Monsoon,"Rice, Vari"
29.26,934.31,549.22,123181.07,35.47,475.79,1.92,2.31,52.14,25.67,6.88,239.35,36.32,274.35,Nashik,Baglan/Kalwan,Summer,"Groundnut, Maize"
39.43,961.73,,19500.63,84.20,371.03,5.51,1.60,81.49,41.72,7.29,172.76,41.27,261.21,Nashik,Baglan/Kalwan,Monsoon,"Groundnut, Grapes"
44.61,860.31,,17407.07,94.41,427.58,1.48,1.68,,39.86,6.60,226.68,38.41,296.18,Nashik,Baglan/Kalwan,Monsoon,"Onion, Soybean"
17.85,892.13,700.38,112367.69,27.71,408.24,4.62,1.90,58.93,19.56,6.75,,10.23,158.73,Nashik,Igatpuri (Ghat Zone),Summer,Maize
30.53,1026.12,56.10,92934.11,23.98,392.96,4.35,0.18,16.25,25.38,5.55,335.67,9.81,193.98,Raigad,Karjat,Summer,Cashew
27.07,955.95,457.02,31859.63,,451.77,1.15,2.56,81.45,26.38,7.17,181.22,53.94,285.43,Nashik,Baglan/Kalwan,Monsoon,"Groundnut, Maize, Soybean"
15.73,1116.76,,81224.06,37.12,470.22,0.93,1.30,35.07,11.54,5.63,268.51,7.95,285.42,Raigad,Karjat,Winter,Vari
12.99,856.11,532.68,83987.73,42.24,461.95,0.99,1.89,71.71,10.61,,211.28,36.80,192.10,Nashik,Baglan/Kalwan,Winter,Soybean
32.29,894.13,749.13,46890.27,94.25,418.65,4.99,3.39,102.24,35.06,7.13,276.83,17.43,187.78,Nashik,Igatpuri (Ghat Zone),Monsoon,Vegetables
34.86,1094.44,7.63,107879.88,39.68,415.99,2.47,2.10,30.66,30.74,6.21,298.33,13.52,263.08,Raigad,Alibag/Mangaon,Summer,"Arecanut, Mango"
28.58,1026.44,13.32,106863.71,23.54,409.80,3.31,1.23,18.06,27.58,5.81,,,264.09,,Alibag/Mangaon,Summer,"Coconut, Rice"
18.98,991.99,62.90,75722.38,40.97,448.61,,2.07,39.71,13.82,5.13,291.76,9.10,220.46,Raigad,Karjat,Winter,"Cashew, Mango"
32.74,962.12,50.28,,20.77,625.10,1.15,0.10,,28.33,6.47,283.58,5.52,236.19,Raigad,Karjat,Summer,"Ragi, Rice, Wheat"
20.36,879.96,533.62,64920.65,66.04,399.50,4.06,2.19,42.23,18.11,7.31,239.98,48.45,255.56,Nashik,Baglan/Kalwan,Winter,"Groundnut, Soybean"
34.57,,67.65,93204.65,35.48,,4.82,1.13,20.51,29.64,5.77,323.22,8.49,176.82,Raigad,,Summer,"Coconut, Rice, Mango"
34.82,1097.89,596.27,113332.79,24.22,409.81,1.94,0.24,,27.60,6.88,273.25,42.90,231.87,Nashik,Baglan/Kalwan,Summer,Mango
19.29,1033.97,10.59,88141.23,,423.86,0.24,,43.50,19.02,6.49,283.68,8.65,285.86,Raigad,Alibag/Mangaon,Winter,"Cashew, Coconut"
36.68,917.51,,106626.82,22.88,,,,63.85,30.90,,204.19,,,,,,"Tomato, Wheat"
22.33,1021.63,561.85,84461.76,57.33,418.54,0.64,0.25,50.52,16.61,7.64,260.47,27.50,314.28,Nashik,Niphad/Yeola,Winter,"Pomegranate, Tomato"
